name,salary_from,salary_to,salary_currency,area_name,published_at
Фрезеровщик,Санкт-Петербург,110000.0,,RUR,2022-12-05T11:06:25+0300
Токарь-универсал 5 разряда,Красноярск,132000.0,147000.0,RUR,2022-12-05T08:42:22+0300
Аналитик (метро Мякинино),Москва,50000.0,80000.0,RUR,2022-12-05T10:17:51+0300
Менеджер проекта,Нижний Новгород,158000.0,335000.0,RUR,2022-12-05T08:54:27+0300
Токарь на 16К20,Инза,88000.0,,RUR,2022-12-05T10:07:52+0300
Токарь-универсал 5 разряда,Иркутск,132000.0,147000.0,RUR,2022-12-05T08:42:14+0300
Токарь-фрезеровщик,Тюмень,40000.0,,RUR,2022-12-05T06:19:25+0300
Менеджер проектов,Санкт-Петербург,,100000.0,RUR,2022-12-05T11:01:27+0300
Токарь 5-6 разряда,Пермь,70000.0,,RUR,2022-12-05T11:01:46+0300
Ведущий программист САПР,Екатеринбург,100000.0,,RUR,2022-12-05T09:21:34+0300
Установщик систем мониторинга,Хабаровск,100000.0,,RUR,2022-12-05T11:55:09+0300
Токарь на 16К20,Барыш,88000.0,,RUR,2022-12-05T10:07:52+0300
Php программист | Full-Stack Web Developer (в офис),Санкт-Петербург,30000.0,80000.0,RUR,2022-12-05T10:08:30+0300
Java Developer (удалённо),Москва,350000.0,400000.0,RUR,2022-12-05T11:33:13+0300
Системный аналитик,Санкт-Петербург,100000.0,,RUR,2022-12-05T11:04:48+0300
Программист 1С,Рязань,160000.0,210000.0,RUR,2022-12-05T09:27:49+0300
Механизатор импортной сельхозтехники (категории DF),Барнаул,60000.0,150000.0,RUR,2022-12-05T10:38:28+0300
Фрезеровщик,Санкт-Петербург,75400.0,,RUR,2022-12-05T09:18:23+0300
Оператор сварочного робота,Тула,70000.0,,RUR,2022-12-05T09:40:02+0300
Инженер по ремонту и установке КБТ,Сургут,55000.0,80000.0,RUR,2022-12-05T11:55:21+0300
Программист 1С,Томск,200000.0,,RUR,2022-12-05T05:40:03+0300
Токарь-универсал (г. Миасс),Чебаркуль,50000.0,,RUR,2022-12-05T08:28:55+0300
"Преподаватель специальности ""Сетевое и системное администрирование""",Иваново (Ивановская область),15279.0,30000.0,RUR,2022-12-05T11:27:37+0300
Инженер технической поддержки,Санкт-Петербург,55000.0,,RUR,2022-12-05T11:12:55+0300
Руководитель транспортного цеха,Ребриха,50000.0,50000.0,RUR,2022-12-05T10:22:52+0300
"Фрезеровщик, г.Шумерля",Ульяновск,115000.0,,RUR,2022-12-05T09:22:02+0300
Токарь (Мичуринск),Галич (Костромская область),96000.0,,RUR,2022-12-05T09:44:52+0300
Техник связи (г.Первоуральск),Первоуральск,40000.0,,RUR,2022-12-05T08:15:02+0300
PHP-разработчик (Middle),Томск,150000.0,240000.0,RUR,2022-12-05T07:06:23+0300
"Фрезеровщик, г.Шумерля",Челябинск,115000.0,,RUR,2022-12-05T09:22:02+0300
"Фрезеровщик, г.Шумерля",Ижевск,115000.0,,RUR,2022-12-05T09:22:02+0300
Консультант-аналитик 1С,Новосибирск,80000.0,120000.0,RUR,2022-12-05T07:02:45+0300
Инженер по сервисному обслуживанию банковского оборудования,Химки,75000.0,,RUR,2022-12-05T11:57:20+0300
Инженер по наладке и испытаниям,Пенза,65000.0,,RUR,2022-12-05T08:30:53+0300
Токарь-револьверщик,Новосибирск,155000.0,170000.0,RUR,2022-12-05T10:09:20+0300
Монтажник РЭА и приборов(4130),Москва,60000.0,90000.0,RUR,2022-12-05T11:57:52+0300
Фрезеровщик 4-5 разряда,Уфа,50000.0,,RUR,2022-12-05T07:34:56+0300
Специалист по обслуживанию базовых станций сотовой связи,Наро-Фоминск,,120000.0,RUR,2022-12-05T11:45:15+0300
Дизайнер интерьеров,Мытищи,,70000.0,RUR,2022-12-05T09:06:48+0300
Токарь на производство,Пенза,80000.0,,RUR,2022-12-05T08:54:19+0300
Токарь-расточник (Пермь),Оренбург,110000.0,,RUR,2022-12-05T09:12:11+0300
Ночной помощник системного администратора в Yandex Cloud,Благовещенск (Амурская область),32400.0,81000.0,RUR,2022-12-05T09:22:46+0300
Токарь (Мичуринск),Уварово,96000.0,,RUR,2022-12-05T09:44:52+0300
Механик,Барнаул,40000.0,55000.0,RUR,2022-12-05T05:26:02+0300
1С разработчик,Москва,150000.0,300000.0,RUR,2022-12-05T10:43:00+0300
Специалист технического обслуживания,Екатеринбург,103000.0,103000.0,RUR,2022-12-05T11:58:01+0300
Unreal Developer,Москва,500.0,1500.0,USD,2022-12-05T09:47:22+0300
Наладчик технологического оборудования,Вознесенское (Нижегородская область),50000.0,62000.0,RUR,2022-12-05T07:38:54+0300
Токарь-расточник (Пермь),Магнитогорск,110000.0,,RUR,2022-12-05T09:12:11+0300
Специалист технического обслуживания,Омск,103000.0,103000.0,RUR,2022-12-05T11:58:01+0300
Главный эксперт,Екатеринбург,92100.0,,RUR,2022-12-05T07:17:22+0300
Наладчик технологического оборудования,Навашино,50000.0,62000.0,RUR,2022-12-05T07:38:46+0300
Фрезеровщик,Глазов,40000.0,,RUR,2022-12-05T07:53:51+0300
Наладчик станков с ЧПУ,Мензелинск,80400.0,,RUR,2022-12-05T09:38:48+0300
Токарь (Мичуринск),Тула,96000.0,,RUR,2022-12-05T09:44:52+0300
Токарь (Мичуринск),Орел,96000.0,,RUR,2022-12-05T09:44:52+0300
Системный администратор,Алматы,200000.0,200000.0,KZT,2022-12-05T10:44:03+0300
Слесарь по ремонту холодильного оборудования,Павловск (Ленинградская область),60000.0,150000.0,RUR,2022-12-05T11:09:53+0300
Web-разработчик PHP JavaScript,Москва,150000.0,300000.0,RUR,2022-12-05T10:55:15+0300
Механик,Тамбов,40000.0,,RUR,2022-12-05T09:26:16+0300
Специалист по защите информации,Чебоксары,41375.0,,RUR,2022-12-05T09:32:48+0300
Старший Консультант SAP SD/MM,Москва,180000.0,,RUR,2022-12-05T11:59:35+0300
Токарь (Мичуринск),Стерлитамак,96000.0,,RUR,2022-12-05T09:44:52+0300
Инженер-программист АСУ ТП,Воронеж,38700.0,,RUR,2022-12-05T08:31:38+0300
Программист,Екатеринбург,42750.0,,RUR,2022-12-05T06:47:12+0300
Слесарь механо - ремонтного цеха,Уфа,45000.0,,RUR,2022-12-05T07:11:55+0300
Финансовый аналитик,Москва,110000.0,,RUR,2022-12-05T09:46:13+0300
Механик,Хабаровск,100000.0,160000.0,RUR,2022-12-05T05:35:26+0300
Эксперт по администрированию систем защиты информации,Москва,150000.0,,RUR,2022-12-05T09:54:09+0300
Инженер-программист 1С,Томск,30000.0,,RUR,2022-12-05T11:05:38+0300
WEB разработчик (Middle),Воронеж,70000.0,,RUR,2022-12-05T09:57:18+0300
Техник по ремонту банкоматов/Сервисный инженер,Тула,35000.0,,RUR,2022-12-05T10:31:02+0300
Ведущий консультант 1С ТОРО,Санкт-Петербург,120000.0,200000.0,RUR,2022-12-05T10:18:19+0300
Инженер-программист 2 категории,Уфа,30000.0,,RUR,2022-12-05T08:52:13+0300
Выездной инженер по сервисному обслуживанию банковского оборудования,Екатеринбург,50000.0,,RUR,2022-12-05T11:56:54+0300
Токарь-расточник,Нижнекамск,80000.0,,RUR,2022-12-05T09:39:15+0300
Механик ремонтной мастерской,Уфа,124000.0,124000.0,RUR,2022-12-05T11:58:01+0300
Ночной помощник системного администратора в Yandex Cloud,Абакан,32400.0,81000.0,RUR,2022-12-05T09:22:46+0300
Токарь-расточник,Набережные Челны,80000.0,,RUR,2022-12-05T09:39:08+0300
Техник,Тула,30000.0,36000.0,RUR,2022-12-05T10:54:10+0300
Специалист технического обслуживания,Уфа,103000.0,103000.0,RUR,2022-12-05T11:58:00+0300
Ночной помощник системного администратора в Yandex Cloud,Улан-Удэ,32400.0,81000.0,RUR,2022-12-05T09:22:46+0300
Мастер-приемщик,Видное,70000.0,70000.0,RUR,2022-12-05T10:30:51+0300
Наладчик станков с ЧПУ,Уфа,70000.0,,RUR,2022-12-05T08:39:34+0300
Наладчик технологического оборудования,Муром,50000.0,62000.0,RUR,2022-12-05T07:38:50+0300
"Фрезеровщик, г.Шумерля",Нижний Новгород,115000.0,,RUR,2022-12-05T09:22:02+0300
Программист 1с,Киров (Кировская область),40000.0,,RUR,2022-12-05T09:31:49+0300
Токарь (Мичуринск),Калуга,96000.0,,RUR,2022-12-05T09:44:52+0300
Мастер по ремонту мелкой бытовой техники,Воронеж,30000.0,60000.0,RUR,2022-12-05T09:45:55+0300
"Монтажник слаботочных сетей, г. Петрозаводск",Петрозаводск,45000.0,,RUR,2022-12-05T10:49:54+0300
Токарь-расточник,Менделеевск,80000.0,,RUR,2022-12-05T09:39:24+0300
Токарь-расточник,Мензелинск,80000.0,,RUR,2022-12-05T09:39:36+0300
Инженер технической поддержки В2В,Владивосток,52000.0,,RUR,2022-12-05T06:25:23+0300
Менеджер проектов,Фрязино,50000.0,,RUR,2022-12-05T09:15:13+0300
Токарь-универсал 5 разряда,Томск,132000.0,147000.0,RUR,2022-12-05T08:42:04+0300
Токарь-расточник,Заинск,80000.0,,RUR,2022-12-05T09:39:40+0300
Токарь-расточник (Пермь),Киров (Кировская область),110000.0,,RUR,2022-12-05T09:12:11+0300
Консультант 1С ТОиР,Нефтекамск,75000.0,150000.0,RUR,2022-12-05T10:18:13+0300
Механизатор импортной сельхозтехники (категории DF),Топчиха,60000.0,150000.0,RUR,2022-12-05T10:39:20+0300
Начинающий инженер связи,Менделеевск,35000.0,,RUR,2022-12-05T10:09:47+0300
Токарь-универсал,Уфа,120000.0,,RUR,2022-12-05T09:47:31+0300
